"","Time","FStat","AdjPvalue","r2","ROI","Condition","Emotion"
"T_100",-0.457700000000017,1.00930998891656,0.452901100763147,0.000592954343152097,"Visual","Ekman","Anger"
"T_101",1.54999999999998,0.976986517374955,0.466711084134498,0.00055560415229694,"Visual","Ekman","Anger"
"T_102",3.55769999999998,0.93282856739563,0.475620815001947,0.000506539523057681,"Visual","Ekman","Anger"
"T_103",5.56539999999998,0.764917970466552,0.541587362754662,0.000340652408845621,"Visual","Ekman","Anger"
"T_104",7.57309999999998,0.319601632356217,0.826161445782683,5.94869697705391e-05,"Visual","Ekman","Anger"
"T_105",9.58079999999998,-0.0863347531509698,0.952893070476554,4.34109332814181e-06,"Visual","Ekman","Anger"
"T_106",11.5885,-0.961199279278577,0.471222244326248,0.000537802665359632,"Visual","Ekman","Anger"
"T_107",13.5962,-1.6154710235145,0.250188496329407,0.00151763889041268,"Visual","Ekman","Anger"
"T_108",15.6039,-1.9728399708159,0.198365750143639,0.0022616743699323,"Visual","Ekman","Anger"
"T_109",17.6116,-1.68442682807679,0.237406558635413,0.00164974544363805,"Visual","Ekman","Anger"
"T_110",19.6193,-2.62505883514672,0.186545196487859,0.00399731430366079,"Visual","Ekman","Anger"
"T_111",21.627,-2.6557298009658,0.186545196487859,0.0040908842023144,"Visual","Ekman","Anger"
"T_112",23.6347,-2.91912263194589,0.186545196487859,0.0049383783638115,"Visual","Ekman","Anger"
"T_113",25.6424,-2.70235305635633,0.186545196487859,0.00423516821623149,"Visual","Ekman","Anger"
"T_114",27.6501,-1.98034496968188,0.198365750143639,0.00227887535387883,"Visual","Ekman","Anger"
"T_115",29.6578,-1.13131164190681,0.416713579543939,0.000744853068708751,"Visual","Ekman","Anger"
"T_116",31.6655,0.0957328304811253,0.948965614634905,5.33763885468552e-06,"Visual","Ekman","Anger"
"T_117",33.6732,0.115661099714534,0.939135165879748,7.79113905724493e-06,"Visual","Ekman","Anger"
"T_118",35.6809,0.611518880300478,0.633796141158841,0.000217748347586699,"Visual","Ekman","Anger"
"T_119",37.6886,1.22189667673796,0.397596681340376,0.000868802759898202,"Visual","Ekman","Anger"
"T_120",39.6963,1.02215182342017,0.448362936895784,0.000608129865738771,"Visual","Ekman","Anger"
"T_121",41.704,1.71844228620359,0.236264348164514,0.00171693285552277,"Visual","Ekman","Anger"
"T_122",43.7117,2.15586184719724,0.195522262928432,0.00269958842067164,"Visual","Ekman","Anger"
"T_123",45.7194,1.89292173853313,0.204877091943487,0.00208252225564998,"Visual","Ekman","Anger"
"T_124",47.7271,2.00683937045449,0.198365750143639,0.00234011628684128,"Visual","Ekman","Anger"
"T_125",49.7348,2.06235855181254,0.198365750143639,0.00247106148752385,"Visual","Ekman","Anger"
"T_126",51.7425,1.98926998304486,0.198365750143639,0.00229941516081267,"Visual","Ekman","Anger"
"T_127",53.7502,1.65437320172094,0.247670578535475,0.00159149379762602,"Visual","Ekman","Anger"
"T_128",55.7579,1.63365863300903,0.247670578535475,0.00155195027455624,"Visual","Ekman","Anger"
"T_129",57.7656,1.75673819413478,0.225274967218696,0.00179417125139991,"Visual","Ekman","Anger"
"T_130",59.7733,1.27668989641455,0.368286065655008,0.000948393284924021,"Visual","Ekman","Anger"
"T_131",61.781,0.544767875161753,0.678389078410101,0.000172813483749756,"Visual","Ekman","Anger"
"T_132",63.7887,0.278346594312882,0.854599010835174,4.51213341339241e-05,"Visual","Ekman","Anger"
"T_133",65.7964,0.0596458343571383,0.96527219130956,2.07199661317325e-06,"Visual","Ekman","Anger"
"T_134",67.8041,-0.610607296019008,0.633796141158841,0.000217099782290786,"Visual","Ekman","Anger"
"T_135",69.8118,-0.859047791047661,0.500087884011379,0.000429613318884248,"Visual","Ekman","Anger"
"T_136",71.8195,-0.826655673916907,0.508151572485217,0.00039783793642667,"Visual","Ekman","Anger"
"T_137",73.8272,-1.0685985733521,0.429089948174301,0.00066461501755799,"Visual","Ekman","Anger"
"T_138",75.8349,-0.947505297653106,0.472136625130061,0.000522595876598753,"Visual","Ekman","Anger"
"T_139",77.8426,-1.12708453728459,0.416713579543939,0.000739301342594034,"Visual","Ekman","Anger"
"T_140",79.8503,-1.81007908666228,0.218638605080528,0.00190456971104458,"Visual","Ekman","Anger"
"T_141",81.858,-2.54054094997631,0.186545196487859,0.00374500683746204,"Visual","Ekman","Anger"
"T_142",83.8657,-2.77621664594338,0.186545196487859,0.00446880378646275,"Visual","Ekman","Anger"
"T_143",85.8734,-2.3568171648743,0.195522262928432,0.00322462184367744,"Visual","Ekman","Anger"
"T_144",87.8811,-2.35040465351128,0.195522262928432,0.00320715458586252,"Visual","Ekman","Anger"
"T_145",89.8888,-2.47176469749261,0.193664466986575,0.00354569474066235,"Visual","Ekman","Anger"
"T_146",91.8965,-2.29615141618835,0.195522262928432,0.00306125302682503,"Visual","Ekman","Anger"
"T_147",93.9042,-2.30095846495859,0.195522262928432,0.00307404461581151,"Visual","Ekman","Anger"
"T_148",95.9119,-2.29598654157214,0.195522262928432,0.00306081476305398,"Visual","Ekman","Anger"
"T_149",97.9196,-1.87871989464928,0.207690366701077,0.00205145466039103,"Visual","Ekman","Anger"
"T_150",99.9273,-2.19595823792473,0.195522262928432,0.00280065647397065,"Visual","Ekman","Anger"
"T_151",101.935,-2.58748952316273,0.186545196487859,0.00388415678885567,"Visual","Ekman","Anger"
"T_152",103.9427,-2.19139346498406,0.195522262928432,0.00278905747915847,"Visual","Ekman","Anger"
"T_153",105.9504,-1.95932862301327,0.198365750143639,0.00223087036200953,"Visual","Ekman","Anger"
"T_154",107.9581,-1.61825187423416,0.250188496329407,0.00152286031134408,"Visual","Ekman","Anger"
"T_155",109.9658,-1.28492076210282,0.367466122898716,0.000960649570132976,"Visual","Ekman","Anger"
"T_156",111.9735,-0.922520933529475,0.476765976286994,0.000495412495361669,"Visual","Ekman","Anger"
"T_157",113.9812,-0.680706458857831,0.592622453037054,0.000269793984300604,"Visual","Ekman","Anger"
"T_158",115.9889,-0.918576193827095,0.477399726864456,0.000491186819545075,"Visual","Ekman","Anger"
"T_159",117.9966,-0.790420715975865,0.52969987638471,0.000363737715598722,"Visual","Ekman","Anger"
"T_160",120.0043,-0.786358904569212,0.530455081707833,0.000360010314909287,"Visual","Ekman","Anger"
"T_161",122.012,-0.694122427716465,0.5848505968749,0.000280530450448624,"Visual","Ekman","Anger"
"T_162",124.0197,-0.331422800152772,0.819301627486642,6.39685766361531e-05,"Visual","Ekman","Anger"
"T_163",126.0274,0.146623668965573,0.918569813335441,1.25208102051966e-05,"Visual","Ekman","Anger"
"T_164",128.0351,0.336296530869227,0.818240575938553,6.58636620851638e-05,"Visual","Ekman","Anger"
"T_165",130.0428,0.664879422681312,0.602258059430348,0.000257397123201386,"Visual","Ekman","Anger"
"T_166",132.0505,0.880046500675021,0.491664395045547,0.000450863516449185,"Visual","Ekman","Anger"
"T_167",134.0582,1.1145113990467,0.417957938579728,0.000722910719523795,"Visual","Ekman","Anger"
"T_168",136.0659,1.09325771440742,0.424247551136303,0.000695620859297419,"Visual","Ekman","Anger"
"T_169",138.0736,1.06293545007667,0.429089948174301,0.000657593943215073,"Visual","Ekman","Anger"
"T_170",140.0813,1.00548543965556,0.453379210367761,0.000588471766937992,"Visual","Ekman","Anger"
"T_171",142.089,0.432631707956297,0.747981365683216,0.000108998132514526,"Visual","Ekman","Anger"
"T_172",144.0967,-0.0707025157607552,0.959582663578927,2.91137517849371e-06,"Visual","Ekman","Anger"
"T_173",146.1044,0.481032975675655,0.718927501279692,0.000134747550427972,"Visual","Ekman","Anger"
"T_174",148.1121,0.714513030248572,0.571908583083049,0.000297249339560435,"Visual","Ekman","Anger"
"T_175",150.1198,1.35953049649175,0.340397884027921,0.00107532651134767,"Visual","Ekman","Anger"
"T_176",152.1275,1.63977988839393,0.247670578535475,0.0015635840393291,"Visual","Ekman","Anger"
"T_177",154.1352,1.84336291012961,0.211827256261537,0.00197511671396766,"Visual","Ekman","Anger"
"T_178",156.1429,2.02959580929209,0.198365750143639,0.00239336067341012,"Visual","Ekman","Anger"
"T_179",158.1506,1.96236566656906,0.198365750143639,0.00223777612360343,"Visual","Ekman","Anger"
"T_180",160.1583,1.86251635819162,0.207690366701077,0.00201629163367489,"Visual","Ekman","Anger"
"T_181",162.166,1.63203432185785,0.247670578535475,0.00154887044582841,"Visual","Ekman","Anger"
"T_182",164.1737,1.98015626018203,0.198365750143639,0.00227844205043104,"Visual","Ekman","Anger"
"T_183",166.1814,2.09739439082088,0.195522262928432,0.00255551622201466,"Visual","Ekman","Anger"
"T_184",168.1891,2.15688540118035,0.195522262928432,0.00270214550674686,"Visual","Ekman","Anger"
"T_185",170.1968,2.28054248228894,0.195522262928432,0.00301989976430805,"Visual","Ekman","Anger"
"T_186",172.2045,2.33559369105435,0.195522262928432,0.00316699007891419,"Visual","Ekman","Anger"
"T_187",174.2122,1.8751584914581,0.207690366701077,0.00204370021538003,"Visual","Ekman","Anger"
"T_188",176.2199,1.70286376053914,0.237275345106532,0.00168599652125623,"Visual","Ekman","Anger"
"T_189",178.2276,1.5578324062847,0.266345472076599,0.00141142486965107,"Visual","Ekman","Anger"
"T_190",180.2353,1.6002983601604,0.252096408766172,0.00148930739228614,"Visual","Ekman","Anger"
"T_191",182.243,1.69120367725194,0.237275345106532,0.00166302466214652,"Visual","Ekman","Anger"
"T_192",184.2507,1.76842854508706,0.225274967218696,0.0018180860493463,"Visual","Ekman","Anger"
"T_193",186.2584,1.94292587754559,0.198844344390194,0.00219375633146013,"Visual","Ekman","Anger"
"T_194",188.2661,2.269718050271,0.195522262928432,0.00299138587323866,"Visual","Ekman","Anger"
"T_195",190.2738,2.14374185372931,0.195522262928432,0.00266940102405955,"Visual","Ekman","Anger"
"T_196",192.2815,1.86080581776451,0.207690366701077,0.00201259724847547,"Visual","Ekman","Anger"
"T_197",194.2892,1.8702387472595,0.207690366701077,0.00203301218172969,"Visual","Ekman","Anger"
"T_198",196.2969,1.49333815339913,0.290373968554199,0.00129712648341074,"Visual","Ekman","Anger"
"T_199",198.3046,1.19354357411264,0.402093150943385,0.000828983888994883,"Visual","Ekman","Anger"
"T_200",200.3123,0.868259976487567,0.495715312728046,0.000438872761442832,"Visual","Ekman","Anger"
"T_201",202.32,0.830748208885931,0.508151572485217,0.000401785263509646,"Visual","Ekman","Anger"
"T_202",204.3277,0.646463419605396,0.613928226079697,0.000243339113473295,"Visual","Ekman","Anger"
"T_203",206.3354,1.04791943898849,0.437151657253863,0.000639157407916979,"Visual","Ekman","Anger"
"T_204",208.3431,1.43807107827887,0.304224375424836,0.00120300556343611,"Visual","Ekman","Anger"
"T_205",210.3508,1.79942636272628,0.221532242889822,0.00188226010399661,"Visual","Ekman","Anger"
"T_206",212.3585,1.60727534855552,0.252096408766172,0.00150230232808524,"Visual","Ekman","Anger"
"T_207",214.3662,2.0147865843705,0.198365750143639,0.00235864320729284,"Visual","Ekman","Anger"
"T_208",216.3739,2.08710488422855,0.195522262928432,0.00253056705328147,"Visual","Ekman","Anger"
"T_209",218.3816,2.30495050939346,0.195522262928432,0.00308468755528468,"Visual","Ekman","Anger"
"T_210",220.3893,1.94775070946152,0.198844344390194,0.00220464123842257,"Visual","Ekman","Anger"
"T_211",222.397,1.90772617794748,0.204877091943487,0.00211515505775262,"Visual","Ekman","Anger"
"T_212",224.4047,1.71599987692801,0.236264348164514,0.00171206414582459,"Visual","Ekman","Anger"
"T_213",226.4124,1.4914680083523,0.290373968554199,0.00129388387027463,"Visual","Ekman","Anger"
"T_214",228.4201,1.47681579364003,0.294492507916924,0.00126861855006288,"Visual","Ekman","Anger"
"T_215",230.4278,1.0993101823465,0.424247551136303,0.000703338907387496,"Visual","Ekman","Anger"
"T_216",232.4355,0.883927517782457,0.491058817687667,0.000454847100747058,"Visual","Ekman","Anger"
"T_217",234.4432,0.942150958216734,0.472513367656315,0.000516709243984059,"Visual","Ekman","Anger"
"T_218",236.4509,1.27755844964664,0.368286065655008,0.000949682913212402,"Visual","Ekman","Anger"
"T_219",238.4586,1.25284425776202,0.379283408870282,0.000913328571095939,"Visual","Ekman","Anger"
"T_220",240.4663,0.997295625515921,0.456891570551794,0.000578929971901121,"Visual","Ekman","Anger"
"T_221",242.474,1.03874244485222,0.441276016513925,0.000628018778888295,"Visual","Ekman","Anger"
"T_222",244.4817,1.1431005694748,0.416713579543939,0.000760445692244427,"Visual","Ekman","Anger"
"T_223",246.4894,1.18770798553136,0.402096236875181,0.000820904047983184,"Visual","Ekman","Anger"
"T_224",248.4971,1.39983443706537,0.322415959095696,0.00113995496091757,"Visual","Ekman","Anger"
"T_225",250.5048,1.44519495928796,0.302588537401024,0.00121493940705508,"Visual","Ekman","Anger"
"T_226",252.5125,1.29376108585061,0.364027846661895,0.000973900765798175,"Visual","Ekman","Anger"
"T_227",254.5202,1.39484438650337,0.323264461620262,0.00113185133543614,"Visual","Ekman","Anger"
"T_228",256.5279,1.97770607906234,0.198365750143639,0.0022728198058023,"Visual","Ekman","Anger"
"T_229",258.5356,1.91984502822708,0.204542528504165,0.00214205575581705,"Visual","Ekman","Anger"
"T_230",260.5433,1.99358242516091,0.198365750143639,0.00230937250033814,"Visual","Ekman","Anger"
"T_231",262.551,1.50618360822352,0.289641147181003,0.00131950823513827,"Visual","Ekman","Anger"
"T_232",264.5587,1.11451457390842,0.417957938579728,0.000722914835202926,"Visual","Ekman","Anger"
"T_233",266.5664,0.470305864436145,0.72216942928075,0.000128805542185972,"Visual","Ekman","Anger"
"T_234",268.5741,0.431750779774507,0.747981365683216,0.000108554746815814,"Visual","Ekman","Anger"
"T_235",270.5818,0.286592193962112,0.850774488658487,4.78341041245667e-05,"Visual","Ekman","Anger"
"T_236",272.5895,0.270902192498163,0.857611912057638,4.27401638235514e-05,"Visual","Ekman","Anger"
"T_237",274.5972,0.161185940987465,0.914500839350182,1.51313421351551e-05,"Visual","Ekman","Anger"
"T_238",276.6049,0.194809666475631,0.893035317914602,2.21024853496177e-05,"Visual","Ekman","Anger"
"T_239",278.6126,0.0264925825458597,0.9821304201668,4.08769157300704e-07,"Visual","Ekman","Anger"
"T_240",280.6203,-0.256370411205071,0.86059626969341,3.82779684867662e-05,"Visual","Ekman","Anger"
"T_241",282.628,-0.501026192363653,0.709769519732231,0.000146179703171989,"Visual","Ekman","Anger"
"T_242",284.6357,-0.82927173035096,0.508151572485217,0.000400358927947875,"Visual","Ekman","Anger"
"T_243",286.6434,-0.930254229930544,0.475620815001947,0.000503748981695029,"Visual","Ekman","Anger"
"T_244",288.6511,-0.498871688344569,0.709769519732231,0.00014492538929578,"Visual","Ekman","Anger"
"T_245",290.6588,-0.231294062818592,0.875271491680867,3.11562473681581e-05,"Visual","Ekman","Anger"
"T_246",292.6665,-0.423170174199422,0.752191281559903,0.000104283239382497,"Visual","Ekman","Anger"
"T_247",294.6742,-0.218112886525976,0.87689256973686,2.77064142021333e-05,"Visual","Ekman","Anger"
"T_248",296.6819,-0.227500055278604,0.875314416666211,3.01425248030451e-05,"Visual","Ekman","Anger"
"T_249",298.6896,-0.17476830288201,0.906454449312872,1.77888272283599e-05,"Visual","Ekman","Anger"
"T_250",300.6973,-0.34236644785459,0.816174920914877,6.8262541198405e-05,"Visual","Ekman","Anger"
"T_251",302.705,-0.219931794859711,0.87689256973686,2.81704320248544e-05,"Visual","Ekman","Anger"
"T_252",304.7127,-0.263651504161019,0.857611912057638,4.04829945181984e-05,"Visual","Ekman","Anger"
"T_253",306.7204,-0.00796984016036286,0.993641980754266,3.69937973587753e-08,"Visual","Ekman","Anger"
"T_254",308.7281,0.0829530709050954,0.952893070476554,4.00767873887098e-06,"Visual","Ekman","Anger"
"T_255",310.7358,0.49570773946342,0.709769519732231,0.000143093186502297,"Visual","Ekman","Anger"
"T_256",312.7435,0.846961823751217,0.504377488412297,0.000417614884811734,"Visual","Ekman","Anger"
"T_257",314.7512,1.12643801684552,0.416713579543939,0.000738454053034965,"Visual","Ekman","Anger"
"T_258",316.7589,1.46623124337742,0.298425636483747,0.0012505216336961,"Visual","Ekman","Anger"
"T_259",318.7666,1.95500329555065,0.198365750143639,0.00222105354386914,"Visual","Ekman","Anger"
"T_260",320.7743,2.02472716935092,0.198365750143639,0.00238191926870401,"Visual","Ekman","Anger"
"T_261",322.782,2.11137009613907,0.195522262928432,0.00258959787812707,"Visual","Ekman","Anger"
"T_262",324.7897,1.85701533845996,0.207690366701077,0.00200442265799572,"Visual","Ekman","Anger"
"T_263",326.7974,1.77320120360792,0.225274967218696,0.00182789467928079,"Visual","Ekman","Anger"
"T_264",328.8051,1.60335223912916,0.252096408766172,0.00149498845572849,"Visual","Ekman","Anger"
"T_265",330.8128,1.44730105191302,0.302588537401024,0.00121847874862857,"Visual","Ekman","Anger"
"T_266",332.8205,1.33023527557497,0.349802810121398,0.00102953063905964,"Visual","Ekman","Anger"
"T_267",334.8282,0.819255754849681,0.511271674046873,0.000390749987350558,"Visual","Ekman","Anger"
"T_268",336.8359,0.47106019553838,0.72216942928075,0.000129219006650638,"Visual","Ekman","Anger"
"T_269",338.8436,0.264734785079345,0.857611912057638,4.08163342099366e-05,"Visual","Ekman","Anger"
"T_270",340.8513,-0.0337494568678749,0.9821304201668,6.63380945287173e-07,"Visual","Ekman","Anger"
"T_271",342.859,-0.0968265090377831,0.948965614634905,5.46029217252109e-06,"Visual","Ekman","Anger"
"T_272",344.8667,-0.144654278399411,0.918569813335441,1.21867240847617e-05,"Visual","Ekman","Anger"
"T_273",346.8744,-0.0275776662021842,0.9821304201668,4.42939625089345e-07,"Visual","Ekman","Anger"
"T_274",348.8821,-0.248875024062702,0.863748762116095,3.60725354183744e-05,"Visual","Ekman","Anger"
"T_275",350.8898,0.156828950123644,0.914912591645706,1.43243839744178e-05,"Visual","Ekman","Anger"
"T_276",352.8975,0.608021187625566,0.633796141158841,0.000215265103841511,"Visual","Ekman","Anger"
"T_277",354.9052,0.725686095819431,0.568174063217711,0.000306615515263786,"Visual","Ekman","Anger"
"T_278",356.9129,0.618155789289689,0.633344882339789,0.000222499452010916,"Visual","Ekman","Anger"
"T_279",358.9206,0.596183268079628,0.640504045194059,0.000206966177181633,"Visual","Ekman","Anger"
"T_280",360.9283,0.951510871105368,0.471918271921574,0.000527021425099528,"Visual","Ekman","Anger"
"T_281",362.936,0.923591769734815,0.476765976286994,0.000496562713059978,"Visual","Ekman","Anger"
"T_282",364.9437,1.01898455069587,0.448379278220849,0.000604369237123037,"Visual","Ekman","Anger"
"T_283",366.9514,1.03168554168884,0.443959948836298,0.000619519892492093,"Visual","Ekman","Anger"
"T_284",368.9591,0.85190811045485,0.503006582550184,0.000422504832185977,"Visual","Ekman","Anger"
"T_285",370.9668,0.718362117975382,0.571333993019029,0.000300459570264366,"Visual","Ekman","Anger"
"T_286",372.9745,0.955482776322576,0.471918271921574,0.000531428171180015,"Visual","Ekman","Anger"
"T_287",374.9822,1.06996059072865,0.429089948174301,0.000666309181434621,"Visual","Ekman","Anger"
"T_288",376.9899,0.885437836314207,0.491058817687667,0.000456402063299555,"Visual","Ekman","Anger"
"T_289",378.9976,1.39006183600309,0.323998520331571,0.00112411171719273,"Visual","Ekman","Anger"
"T_290",381.0053,1.34149764601026,0.346341415788229,0.00104701904606419,"Visual","Ekman","Anger"
"T_291",383.013,1.18142809331143,0.404047965543626,0.000812253127092544,"Visual","Ekman","Anger"
"T_292",385.0207,1.07760910611083,0.429089948174301,0.000675862868747101,"Visual","Ekman","Anger"
"T_293",387.0284,1.12285193819422,0.416713579543939,0.000733763161967604,"Visual","Ekman","Anger"
"T_294",389.0361,0.770506191724889,0.539726877047144,0.000345646236634023,"Visual","Ekman","Anger"
"T_295",391.0438,0.94082201250035,0.472513367656315,0.000515253339977706,"Visual","Ekman","Anger"
"T_296",393.0515,1.09246391306991,0.424247551136303,0.000694611763492947,"Visual","Ekman","Anger"
"T_297",395.0592,1.13676649889337,0.416713579543939,0.000752047902198183,"Visual","Ekman","Anger"
"T_298",397.0669,1.12526244243203,0.416713579543939,0.000736914660183885,"Visual","Ekman","Anger"
"T_299",399.0746,1.15113743801117,0.416713579543939,0.000771168033203873,"Visual","Ekman","Anger"
"T_300",401.0823,1.12912747956433,0.416713579543939,0.000741981881763887,"Visual","Ekman","Anger"
"T_301",403.09,1.19110986290922,0.402093150943385,0.000825609422349438,"Visual","Ekman","Anger"
"T_302",405.0977,0.971091170006839,0.468655101865659,0.000548922781810179,"Visual","Ekman","Anger"
"T_303",407.1054,1.06491974069528,0.429089948174301,0.000660049808946184,"Visual","Ekman","Anger"
"T_304",409.1131,0.961526311369393,0.471222244326248,0.00053816848748478,"Visual","Ekman","Anger"
"T_305",411.1208,1.08700287992699,0.4256817353085,0.000687689402553482,"Visual","Ekman","Anger"
"T_306",413.1285,1.47708827904204,0.294492507916924,0.00126908614147048,"Visual","Ekman","Anger"
"T_307",415.1362,1.19139147187237,0.402093150943385,0.000825999536541722,"Visual","Ekman","Anger"
"T_308",417.1439,1.07385610027599,0.429089948174301,0.000671166544577773,"Visual","Ekman","Anger"
"T_309",419.1516,1.13797810343958,0.416713579543939,0.000753650664354177,"Visual","Ekman","Anger"
"T_310",421.1593,1.55399344259314,0.266407735944238,0.00140448685525207,"Visual","Ekman","Anger"
"T_311",423.167,1.35454265755426,0.34127870716644,0.00106745908698169,"Visual","Ekman","Anger"
"T_312",425.1747,1.303470638146,0.360057475597047,0.000988559177152459,"Visual","Ekman","Anger"
"T_313",427.1824,1.49795881382102,0.290373968554199,0.00130515550074872,"Visual","Ekman","Anger"
"T_314",429.1901,1.50389509883471,0.289641147181003,0.0013155068060221,"Visual","Ekman","Anger"
"T_315",431.1978,1.56558516994951,0.266345472076599,0.00142548804427745,"Visual","Ekman","Anger"
"T_316",433.2055,1.69673829042669,0.237275345106532,0.00167390901262809,"Visual","Ekman","Anger"
"T_317",435.2132,1.68878788123433,0.237275345106532,0.00165828484097985,"Visual","Ekman","Anger"
"T_318",437.2209,1.26583567227069,0.373065290146525,0.000932350615349797,"Visual","Ekman","Anger"
"T_319",439.2286,1.19337268109213,0.402093150943385,0.000828746712868922,"Visual","Ekman","Anger"
"T_320",441.2363,1.7304656649628,0.233349650465845,0.00174100056583737,"Visual","Ekman","Anger"
"T_321",443.244,1.82600894156947,0.215523943293941,0.00193817482911163,"Visual","Ekman","Anger"
"T_322",445.2517,1.95971792786913,0.198365750143639,0.00223175498798744,"Visual","Ekman","Anger"
"T_323",447.2594,2.12941366834243,0.195522262928432,0.00263393084921915,"Visual","Ekman","Anger"
"T_324",449.2671,1.62815230430607,0.247670578535475,0.00154152215252612,"Visual","Ekman","Anger"
"T_325",451.2748,1.75612751236286,0.225274967218696,0.00179292631560546,"Visual","Ekman","Anger"
"T_326",453.2825,1.81520312659479,0.218435365492486,0.00191534734614374,"Visual","Ekman","Anger"
"T_327",455.2902,1.89786860467205,0.204877091943487,0.0020933983797351,"Visual","Ekman","Anger"
"T_328",457.2979,1.89972057830768,0.204877091943487,0.00209747734965415,"Visual","Ekman","Anger"
"T_329",459.3056,2.04100638180712,0.198365750143639,0.00242028238972747,"Visual","Ekman","Anger"
"T_330",461.3133,2.19140657110223,0.195522262928432,0.00278909074737321,"Visual","Ekman","Anger"
"T_331",463.321,2.11228596054646,0.195522262928432,0.00259183915878003,"Visual","Ekman","Anger"
"T_332",465.3287,2.15262574018248,0.195522262928432,0.00269151173949833,"Visual","Ekman","Anger"
"T_333",467.3364,2.11008380589343,0.195522262928432,0.0025864517247669,"Visual","Ekman","Anger"
"T_334",469.3441,2.16478657695115,0.195522262928432,0.00272192496463119,"Visual","Ekman","Anger"
"T_335",471.3518,1.76009968293514,0.225274967218696,0.00180103167511969,"Visual","Ekman","Anger"
"T_336",473.3595,1.65083756135412,0.247670578535475,0.00158470931955856,"Visual","Ekman","Anger"
"T_337",475.3672,1.89762118783642,0.204877091943487,0.00209285374315227,"Visual","Ekman","Anger"
"T_338",477.3749,1.82870744239153,0.215523943293941,0.00194389644026249,"Visual","Ekman","Anger"
"T_339",479.3826,1.75561357554577,0.225274967218696,0.00179187893707766,"Visual","Ekman","Anger"
"T_340",481.3903,1.56420149576638,0.266345472076599,0.00142297303074645,"Visual","Ekman","Anger"
"T_341",483.398,1.44668539616509,0.302588537401024,0.00121744359315235,"Visual","Ekman","Anger"
"T_342",485.4057,1.20992168611555,0.400994843624633,0.000851871533408155,"Visual","Ekman","Anger"
"T_343",487.4134,1.09232217050499,0.424247551136303,0.0006944316544788,"Visual","Ekman","Anger"
"T_344",489.4211,0.950901944620523,0.471918271921574,0.000526347453278619,"Visual","Ekman","Anger"
"T_345",491.4288,0.876686786024547,0.491908183462613,0.00044742914142426,"Visual","Ekman","Anger"
"T_346",493.4365,0.911069393813862,0.478414016910206,0.000483195320503893,"Visual","Ekman","Anger"
"T_347",495.4442,0.843796330418704,0.504492146057211,0.00041450036469548,"Visual","Ekman","Anger"
"T_348",497.4519,0.913184602142279,0.478414016910206,0.000485440480956889,"Visual","Ekman","Anger"
"T_349",499.4596,0.832552338491712,0.508151572485217,0.000403531561497417,"Visual","Ekman","Anger"
"T_350",501.4673,0.902079098369674,0.482574470045138,0.000473710669319449,"Visual","Ekman","Anger"
"T_351",503.475,1.14112135210989,0.416713579543939,0.000757816623941143,"Visual","Ekman","Anger"
"T_352",505.4827,0.98466156620392,0.463524402200684,0.000564362968609289,"Visual","Ekman","Anger"
"T_353",507.4904,1.19152214558055,0.402093150943385,0.000826180590652537,"Visual","Ekman","Anger"
"T_354",509.4981,1.31809197897899,0.355234284554639,0.00101083882793696,"Visual","Ekman","Anger"
"T_355",511.5058,1.3105110738039,0.357810495964632,0.000999256326442821,"Visual","Ekman","Anger"
"T_356",513.5135,1.7027219367234,0.237275345106532,0.00168571616830526,"Visual","Ekman","Anger"
"T_357",515.5212,1.63014506295393,0.247670578535475,0.00154529208440579,"Visual","Ekman","Anger"
"T_358",517.5289,1.64258684498212,0.247670578535475,0.00156893326600549,"Visual","Ekman","Anger"
"T_359",519.5366,1.69633461281141,0.237275345106532,0.00167311394741476,"Visual","Ekman","Anger"
"T_360",521.5443,1.77825815683928,0.225274967218696,0.00183831621724728,"Visual","Ekman","Anger"
"T_361",523.552,2.19649216934511,0.195522262928432,0.00280201474183783,"Visual","Ekman","Anger"
"T_362",525.5597,2.17670994242094,0.195522262928432,0.00275190882197573,"Visual","Ekman","Anger"
"T_363",527.5674,1.95891429632942,0.198365750143639,0.00222992906971831,"Visual","Ekman","Anger"
"T_364",529.5751,1.67721634354532,0.238969001792791,0.0016356746772147,"Visual","Ekman","Anger"
"T_365",531.5828,1.55785244279635,0.266345472076599,0.00141146112553614,"Visual","Ekman","Anger"
"T_366",533.5905,1.21078967187757,0.400994843624633,0.000853093177056841,"Visual","Ekman","Anger"
"T_367",535.5982,1.33930136645973,0.346341415788229,0.0010435971000029,"Visual","Ekman","Anger"
"T_368",537.6059,1.41169571724573,0.317496332681558,0.00115933277892766,"Visual","Ekman","Anger"
"T_369",539.6136,1.14082828669487,0.416713579543939,0.000757427720291526,"Visual","Ekman","Anger"
"T_370",541.6213,1.44449914124943,0.302588537401024,0.00121377119457122,"Visual","Ekman","Anger"
"T_371",543.629,1.74716322036961,0.227262905191451,0.00177470116629885,"Visual","Ekman","Anger"
"T_372",545.6367,2.09308558686513,0.195522262928432,0.00254505380007675,"Visual","Ekman","Anger"
"T_373",547.6444,2.22954996589384,0.195522262928432,0.00288674626875463,"Visual","Ekman","Anger"
"T_374",549.6521,2.24536464056014,0.195522262928432,0.00292772380555628,"Visual","Ekman","Anger"
"T_375",551.6598,2.22945496893717,0.195522262928432,0.00288650098632737,"Visual","Ekman","Anger"
