"","Time","FStat","AdjPvalue","r2","ROI","Condition","Emotion"
"T_30813",417.1439,0.842451058781393,0.699390833518101,0.000409839926803657,"Verbal","Ekman","Fear"
"T_30913",419.1516,0.942383422651973,0.661760090304452,0.000512785163316321,"Verbal","Ekman","Fear"
"T_31013",421.1593,1.12130704536702,0.640150864174863,0.000725832974457608,"Verbal","Ekman","Fear"
"T_31113",423.167,1.32418768126755,0.625363369119262,0.00101195758226902,"Verbal","Ekman","Fear"
"T_31213",425.1747,1.03629006376815,0.640150864174863,0.000620006512461746,"Verbal","Ekman","Fear"
"T_31313",427.1824,0.766671991205022,0.710248399493939,0.000339449115355328,"Verbal","Ekman","Fear"
"T_31413",429.1901,0.49498527404184,0.808756165843338,0.000141522673014705,"Verbal","Ekman","Fear"
"T_31513",431.1978,0.216276099471124,0.878409170504433,2.70214253413892e-05,"Verbal","Ekman","Fear"
"T_31613",433.2055,-0.238336156174641,0.869829376322959,3.28147078736407e-05,"Verbal","Ekman","Fear"
"T_31713",435.2132,-0.416054125538715,0.83063038815857,9.99905990186623e-05,"Verbal","Ekman","Fear"
"T_31813",437.2209,-0.624036868773723,0.751036435643175,0.000224918789867634,"Verbal","Ekman","Fear"
"T_31913",439.2286,-0.511215722138532,0.800915535362234,0.00015095439856172,"Verbal","Ekman","Fear"
"T_32013",441.2363,-0.342258253983183,0.86003042257816,6.76676983115687e-05,"Verbal","Ekman","Fear"
"T_32113",443.244,-0.205302844505808,0.881277125742006,2.43490650878586e-05,"Verbal","Ekman","Fear"
"T_32213",445.2517,0.0825656348110967,0.959713817365244,3.93821906685687e-06,"Verbal","Ekman","Fear"
"T_32313",447.2594,0.262957594487093,0.867396126639923,3.99445028699263e-05,"Verbal","Ekman","Fear"
"T_32413",449.2671,0.641422389552748,0.751036435643175,0.000237622714295171,"Verbal","Ekman","Fear"
"T_32513",451.2748,0.709600558966528,0.723076785318379,0.000290806772092922,"Verbal","Ekman","Fear"
"T_32613",453.2825,0.700714747198852,0.727780714773744,0.000283571301620267,"Verbal","Ekman","Fear"
"T_32713",455.2902,0.638796646465674,0.751036435643175,0.000235681677064226,"Verbal","Ekman","Fear"
"T_32813",457.2979,0.558240502158822,0.782569324207245,0.00017999790009382,"Verbal","Ekman","Fear"
"T_32913",459.3056,0.466977184187453,0.814167264116426,0.000125962000178559,"Verbal","Ekman","Fear"
"T_33013",461.3133,0.444729652473517,0.820032331734665,0.000114247179359928,"Verbal","Ekman","Fear"
"T_33113",463.321,0.410209828793713,0.830739034337835,9.72014716019709e-05,"Verbal","Ekman","Fear"
"T_33213",465.3287,0.490405907208917,0.809467950160768,0.000138916548053092,"Verbal","Ekman","Fear"
"T_33313",467.3364,0.464234936376273,0.814167264116426,0.000124487144668062,"Verbal","Ekman","Fear"
"T_33413",469.3441,0.288358687620605,0.865194508845835,4.80339333734925e-05,"Verbal","Ekman","Fear"
"T_33513",471.3518,0.160549112353392,0.908258944534559,1.48906029214801e-05,"Verbal","Ekman","Fear"
"T_33613",473.3595,-0.00171952510374409,0.998628216278723,1.70812630706507e-09,"Verbal","Ekman","Fear"
"T_33713",475.3672,-0.299206213647738,0.865194508845835,5.17156143721165e-05,"Verbal","Ekman","Fear"
"T_33813",477.3749,-0.384831935039945,0.8453935217103,8.554763084756e-05,"Verbal","Ekman","Fear"
"T_33913",479.3826,-0.515709630517409,0.800915535362234,0.00015361962269389,"Verbal","Ekman","Fear"
"T_34013",481.3903,-0.284014165177271,0.865194508845835,4.65975085370829e-05,"Verbal","Ekman","Fear"
"T_34113",483.398,-0.287778296418651,0.865194508845835,4.784077752229e-05,"Verbal","Ekman","Fear"
"T_34213",485.4057,-0.27925297890225,0.865194508845835,4.50483612098873e-05,"Verbal","Ekman","Fear"
"T_34313",487.4134,-0.233329618433006,0.869829376322959,3.1450605766481e-05,"Verbal","Ekman","Fear"
"T_34413",489.4211,-0.289186112088738,0.865194508845835,4.83099753488814e-05,"Verbal","Ekman","Fear"
"T_34513",491.4288,0.0465206905156135,0.975868967865576,1.25024375530192e-06,"Verbal","Ekman","Fear"
"T_34613",493.4365,-0.0687037400369678,0.965769582187147,2.72685789926008e-06,"Verbal","Ekman","Fear"
"T_34713",495.4442,0.0554987762778059,0.971891893189549,1.77938110190734e-06,"Verbal","Ekman","Fear"
"T_34813",497.4519,0.312817038585658,0.863466398836769,5.65274223958134e-05,"Verbal","Ekman","Fear"
"T_34913",499.4596,0.327923761695474,0.863466398836769,6.2118609833739e-05,"Verbal","Ekman","Fear"
"T_35013",501.4673,0.529466224067146,0.79626945888375,0.0001619232176584,"Verbal","Ekman","Fear"
"T_35113",503.475,0.602288208309899,0.758826815930443,0.00020951766788424,"Verbal","Ekman","Fear"
"T_35213",505.4827,0.805473422791394,0.7073620478249,0.000374664562197036,"Verbal","Ekman","Fear"
"T_35313",507.4904,1.10464529790189,0.640150864174863,0.000704437695120741,"Verbal","Ekman","Fear"
"T_35413",509.4981,1.12233981042691,0.640150864174863,0.000727169655256432,"Verbal","Ekman","Fear"
"T_35513",511.5058,1.13608378563475,0.640150864174863,0.000745074933519496,"Verbal","Ekman","Fear"
"T_35613",513.5135,1.30772289711706,0.625363369119262,0.000986973606824981,"Verbal","Ekman","Fear"
"T_35713",515.5212,1.46314698824893,0.593123012453888,0.00123521361352874,"Verbal","Ekman","Fear"
"T_35813",517.5289,1.50223322805352,0.593123012453888,0.00130200256279733,"Verbal","Ekman","Fear"
"T_35913",519.5366,1.84700408795114,0.581555413430092,0.00196690592180382,"Verbal","Ekman","Fear"
"T_36013",521.5443,2.00916471879432,0.581555413430092,0.00232660367790083,"Verbal","Ekman","Fear"
"T_36113",523.552,1.88090555706621,0.581555413430092,0.00203962444805006,"Verbal","Ekman","Fear"
"T_36213",525.5597,1.72519048855742,0.581555413430092,0.00171644921117098,"Verbal","Ekman","Fear"
"T_36313",527.5674,1.66404313932706,0.581555413430092,0.00159712136181012,"Verbal","Ekman","Fear"
"T_36413",529.5751,1.50913423937184,0.593123012453888,0.00131397665442479,"Verbal","Ekman","Fear"
"T_36513",531.5828,1.31204653311059,0.625363369119262,0.000993504229457765,"Verbal","Ekman","Fear"
"T_36613",533.5905,1.07523055170069,0.640150864174863,0.000667446037610597,"Verbal","Ekman","Fear"
"T_36713",535.5982,1.04932141878826,0.640150864174863,0.000635687752603031,"Verbal","Ekman","Fear"
"T_36813",537.6059,0.829258273811916,0.701070920308771,0.000397109303763576,"Verbal","Ekman","Fear"
"T_36913",539.6136,0.958317023212774,0.657178591936782,0.000530262587476793,"Verbal","Ekman","Fear"
"T_37013",541.6213,1.23013448369085,0.640150864174863,0.0008734310486187,"Verbal","Ekman","Fear"
"T_37113",543.629,1.32465274114365,0.625363369119262,0.00101266779404663,"Verbal","Ekman","Fear"
"T_37213",545.6367,1.55155507111965,0.593123012453888,0.00138878099023965,"Verbal","Ekman","Fear"
"T_37313",547.6444,1.66530232506492,0.581555413430092,0.00159953550034531,"Verbal","Ekman","Fear"
"T_37413",549.6521,1.9100031148314,0.581555413430092,0.00210308469691456,"Verbal","Ekman","Fear"
"T_37513",551.6598,1.76594504883541,0.581555413430092,0.00179835565110475,"Verbal","Ekman","Fear"
"T_37613",553.6675,1.71967304634939,0.581555413430092,0.00170550648987688,"Verbal","Ekman","Fear"
"T_37713",555.6752,1.74744265000579,0.581555413430092,0.0017609351249962,"Verbal","Ekman","Fear"
"T_37813",557.6829,1.71769745054103,0.581555413430092,0.00170159676295045,"Verbal","Ekman","Fear"
"T_37913",559.6906,1.68485801964086,0.581555413430092,0.00163726099212091,"Verbal","Ekman","Fear"
"T_38013",561.6983,1.48283887350749,0.593123012453888,0.00126864333778198,"Verbal","Ekman","Fear"
"T_38113",563.706,1.28777260212567,0.634012515833499,0.000957117868543245,"Verbal","Ekman","Fear"
"T_38213",565.7137,1.05274771546686,0.640150864174863,0.000639843228426029,"Verbal","Ekman","Fear"
"T_38313",567.7214,1.22104794208941,0.640150864174863,0.000860586353960358,"Verbal","Ekman","Fear"
"T_38413",569.7291,1.07944781095457,0.640150864174863,0.000672688477679872,"Verbal","Ekman","Fear"
"T_38513",571.7368,1.12274705836701,0.640150864174863,0.000727697082923529,"Verbal","Ekman","Fear"
"T_38613",573.7445,1.08413481655635,0.640150864174863,0.000678538868263301,"Verbal","Ekman","Fear"
"T_38713",575.7522,1.0938086351261,0.640150864174863,0.000690693802565701,"Verbal","Ekman","Fear"
"T_38813",577.7599,1.02793327581187,0.640150864174863,0.000610053269020638,"Verbal","Ekman","Fear"
"T_38913",579.7676,1.07267220300706,0.640150864174863,0.000664275749499899,"Verbal","Ekman","Fear"
"T_39013",581.7753,1.14117613285308,0.640150864174863,0.000751764272898026,"Verbal","Ekman","Fear"
"T_39113",583.783,1.52275118063732,0.593123012453888,0.00133776383012529,"Verbal","Ekman","Fear"
"T_39213",585.7907,1.6791625693906,0.581555413430092,0.00162622856246974,"Verbal","Ekman","Fear"
"T_39313",587.7984,1.76990853598424,0.581555413430092,0.0018064225703941,"Verbal","Ekman","Fear"
"T_39413",589.8061,1.81819323467886,0.581555413430092,0.00190613822997943,"Verbal","Ekman","Fear"
"T_39513",591.8138,1.84794687631763,0.581555413430092,0.00196891046232051,"Verbal","Ekman","Fear"
"T_39613",593.8215,1.85713330269749,0.581555413430092,0.00198849560588821,"Verbal","Ekman","Fear"
"T_39713",595.8292,1.65288325420595,0.581555413430092,0.0015758046893688,"Verbal","Ekman","Fear"
"T_39813",597.8369,1.57937704694212,0.593123012453888,0.00143896156259138,"Verbal","Ekman","Fear"
"T_39913",599.8446,1.23662413548703,0.640150864174863,0.000882662882577989,"Verbal","Ekman","Fear"
"T_40013",601.8523,1.22998637520168,0.640150864174863,0.000873220922308571,"Verbal","Ekman","Fear"
"T_10014",-0.457700000000017,0.643519798186846,0.65761173141493,0.000239040842729299,"Verbal","Ekman","Happy"
"T_10114",1.54999999999998,-0.206977762556697,0.870971842606542,2.4733680489164e-05,"Verbal","Ekman","Happy"
"T_10214",3.55769999999998,-0.571817406019869,0.686038093616272,0.00018874909328237,"Verbal","Ekman","Happy"
"T_10314",5.56539999999998,-0.0578282167647632,0.961009657154557,1.93077147669918e-06,"Verbal","Ekman","Happy"
"T_10414",7.57309999999998,0.235718037358173,0.859359584490512,3.20792209691501e-05,"Verbal","Ekman","Happy"
"T_10514",9.58079999999998,0.414136192301206,0.765267865102909,9.90137436759353e-05,"Verbal","Ekman","Happy"
"T_10614",11.5885,1.24113093633554,0.390594160542593,0.000888589614523316,"Verbal","Ekman","Happy"
"T_10714",13.5962,1.85617206333427,0.159526898627763,0.00198529713402329,"Verbal","Ekman","Happy"
"T_10814",15.6039,2.19092086208731,0.102448778377157,0.00276378043123204,"Verbal","Ekman","Happy"
"T_10914",17.6116,2.15492387539663,0.105875078896324,0.00267394913361929,"Verbal","Ekman","Happy"
"T_11014",19.6193,1.96187706088889,0.143151986664424,0.00221733669644264,"Verbal","Ekman","Happy"
"T_11114",21.627,1.70540775252603,0.199831661964391,0.00167640872349228,"Verbal","Ekman","Happy"
"T_11214",23.6347,1.17776691116233,0.42479675424259,0.000800245293796631,"Verbal","Ekman","Happy"
"T_11314",25.6424,0.224895078408558,0.865203900806415,2.92011081781673e-05,"Verbal","Ekman","Happy"
"T_11414",27.6501,-0.511625523284031,0.716025312789358,0.000151109192627619,"Verbal","Ekman","Happy"
"T_11514",29.6578,-1.04020458568825,0.478944050173795,0.000624336046486262,"Verbal","Ekman","Happy"
"T_11614",31.6655,-1.1268139281542,0.449219038236012,0.000732551674808013,"Verbal","Ekman","Happy"
"T_11714",33.6732,-0.898069431982832,0.552991445311008,0.000465446483090548,"Verbal","Ekman","Happy"
"T_11814",35.6809,-0.978022788637721,0.506605593064666,0.000551963398574773,"Verbal","Ekman","Happy"
"T_11914",37.6886,-1.07040113236422,0.469503725399173,0.000661086108015851,"Verbal","Ekman","Happy"
"T_12014",39.6963,-1.39111052835855,0.31919706416784,0.00111606737953207,"Verbal","Ekman","Happy"
"T_12114",41.704,-1.47186585153573,0.287249135881269,0.00124923946084554,"Verbal","Ekman","Happy"
"T_12214",43.7117,-1.73411918225418,0.192350274351286,0.00173323164964712,"Verbal","Ekman","Happy"
"T_12314",45.7194,-1.06960174736254,0.469503725399173,0.00066009971839831,"Verbal","Ekman","Happy"
"T_12414",47.7271,-0.883474464717338,0.561387220524971,0.000450447773152507,"Verbal","Ekman","Happy"
"T_12514",49.7348,-0.548305133831451,0.697021716728018,0.000173548697668835,"Verbal","Ekman","Happy"
"T_12614",51.7425,-0.27246735543432,0.84164564228835,4.28610149201258e-05,"Verbal","Ekman","Happy"
"T_12714",53.7502,0.0569090480318859,0.961009657154557,1.8698808846862e-06,"Verbal","Ekman","Happy"
"T_12814",55.7579,0.439906084016905,0.755429903466308,0.000111718096630353,"Verbal","Ekman","Happy"
"T_12914",57.7656,0.82639537290607,0.576728269160542,0.000394145576670279,"Verbal","Ekman","Happy"
"T_13014",59.7733,0.983523430605693,0.505008576441138,0.000558186140219852,"Verbal","Ekman","Happy"
"T_13114",61.781,0.808839795313918,0.579961460342486,0.000377583597607978,"Verbal","Ekman","Happy"
"T_13214",63.7887,0.633932393639902,0.659953352554875,0.000231972896474142,"Verbal","Ekman","Happy"
"T_13314",65.7964,0.769276158348773,0.596356735842582,0.000341561014343572,"Verbal","Ekman","Happy"
"T_13414",67.8041,0.837756327612722,0.576728269160542,0.000405052762113556,"Verbal","Ekman","Happy"
"T_13514",69.8118,0.926424283121069,0.533303669817505,0.00049528687440914,"Verbal","Ekman","Happy"
"T_13614",71.8195,1.12486719818768,0.449219038236012,0.000730024534860374,"Verbal","Ekman","Happy"
"T_13714",73.8272,1.07695437629098,0.469503725399173,0.000669200098022515,"Verbal","Ekman","Happy"
"T_13814",75.8349,0.711964347128841,0.623701759428866,0.000292577901746194,"Verbal","Ekman","Happy"
"T_13914",77.8426,0.601358220390083,0.677614626616284,0.000208750703439509,"Verbal","Ekman","Happy"
"T_14014",79.8503,0.206725279412828,0.870971842606542,2.4673375706219e-05,"Verbal","Ekman","Happy"
"T_14114",81.858,0.0074847683788488,0.994028936597407,3.23451246897477e-08,"Verbal","Ekman","Happy"
"T_14214",83.8657,-0.0889240298014279,0.941666406181828,4.5655005626033e-06,"Verbal","Ekman","Happy"
"T_14314",85.8734,0.198707096363265,0.872196731559965,2.27965415905418e-05,"Verbal","Ekman","Happy"
"T_14414",87.8811,0.59525536216059,0.677614626616284,0.000204536069936978,"Verbal","Ekman","Happy"
"T_14514",89.8888,0.806546510581937,0.579961460342486,0.000375446327604112,"Verbal","Ekman","Happy"
"T_14614",91.8965,0.937306337579842,0.531037534425992,0.00050698485126377,"Verbal","Ekman","Happy"
"T_14714",93.9042,0.733983522602004,0.611317964644822,0.000310949360934454,"Verbal","Ekman","Happy"
"T_14814",95.9119,0.64374581003642,0.65761173141493,0.000239208740048569,"Verbal","Ekman","Happy"
"T_14914",97.9196,0.595439983188833,0.677614626616284,0.000204662939137457,"Verbal","Ekman","Happy"
"T_15014",99.9273,0.578342037945149,0.686038093616272,0.000193080214479391,"Verbal","Ekman","Happy"
"T_15114",101.935,0.425994258360623,0.763426855126199,0.000104764489854525,"Verbal","Ekman","Happy"
"T_15214",103.9427,0.332429445492678,0.806598462548867,6.38003958957079e-05,"Verbal","Ekman","Happy"
"T_15314",105.9504,0.400011071782946,0.767945305211238,9.23753329545862e-05,"Verbal","Ekman","Happy"
"T_15414",107.9581,0.0946900438221726,0.940189749281585,5.17676557909574e-06,"Verbal","Ekman","Happy"
"T_15514",109.9658,-0.341887636844769,0.801729295534009,6.74822565925881e-05,"Verbal","Ekman","Happy"
"T_15614",111.9735,-0.69191600950034,0.634542793457808,0.000276336875601246,"Verbal","Ekman","Happy"
"T_15714",113.9812,-0.61188291749579,0.675308530848636,0.000216119970700923,"Verbal","Ekman","Happy"
"T_15814",115.9889,-0.638996466754838,0.65855994474576,0.000235692983368896,"Verbal","Ekman","Happy"
"T_15914",117.9966,-0.181477319959472,0.882398166526138,1.9014660179173e-05,"Verbal","Ekman","Happy"
"T_16014",120.0043,-0.0287674888106476,0.980310189022788,4.77810633503495e-07,"Verbal","Ekman","Happy"
"T_16114",122.012,0.420731930468634,0.763426855126199,0.000102192417833935,"Verbal","Ekman","Happy"
"T_16214",124.0197,0.829348700453255,0.576728269160542,0.000396966642978058,"Verbal","Ekman","Happy"
"T_16314",126.0274,1.11434391194007,0.453699835248434,0.000716439207183339,"Verbal","Ekman","Happy"
"T_16414",128.0351,1.29812615666693,0.361231253097787,0.000971993984367203,"Verbal","Ekman","Happy"
"T_16514",130.0428,1.22535349999518,0.395748867091207,0.000866160893182255,"Verbal","Ekman","Happy"
"T_16614",132.0505,1.38294162448293,0.321956202662249,0.00110301269894186,"Verbal","Ekman","Happy"
"T_16714",134.0582,1.45438318179157,0.29498260206724,0.00121977501976156,"Verbal","Ekman","Happy"
"T_16814",136.0659,1.06903166187867,0.469503725399173,0.00065939671859605,"Verbal","Ekman","Happy"
"T_16914",138.0736,0.991485884065934,0.501542222174065,0.000567255554841828,"Verbal","Ekman","Happy"
"T_17014",140.0813,0.272861710846012,0.84164564228835,4.29851690814109e-05,"Verbal","Ekman","Happy"
"T_17114",142.089,-0.251500069473483,0.849431903699478,3.65184613562164e-05,"Verbal","Ekman","Happy"
"T_17214",144.0967,-0.646500243138253,0.65761173141493,0.000241259657547621,"Verbal","Ekman","Happy"
"T_17314",146.1044,-1.04958443042558,0.475864245773568,0.000635639283424916,"Verbal","Ekman","Happy"
"T_17414",148.1121,-1.41774152799445,0.311856165525215,0.0011591577041572,"Verbal","Ekman","Happy"
"T_17514",150.1198,-1.91526791153035,0.149486470968304,0.00211345179037448,"Verbal","Ekman","Happy"
"T_17614",152.1275,-1.71752612040712,0.196247073995242,0.0017002773285415,"Verbal","Ekman","Happy"
"T_17714",154.1352,-1.39878090318237,0.317461525366642,0.0011283950409321,"Verbal","Ekman","Happy"
"T_17814",156.1429,-0.874060661845897,0.563941787905411,0.000440903694043038,"Verbal","Ekman","Happy"
"T_17914",158.1506,-0.298872165711417,0.831361391585569,5.15704185516386e-05,"Verbal","Ekman","Happy"
"T_18014",160.1583,-0.255179703760876,0.849409878671523,3.75948228414913e-05,"Verbal","Ekman","Happy"
"T_18114",162.166,-0.207630453974697,0.870971842606542,2.48899147825554e-05,"Verbal","Ekman","Happy"
"T_18214",164.1737,-0.397014197573338,0.767945305211238,9.0996495486273e-05,"Verbal","Ekman","Happy"
"T_18314",166.1814,-0.573513584885176,0.686038093616272,0.00018987031196116,"Verbal","Ekman","Happy"
"T_18414",168.1891,-0.454115753867102,0.746528728014953,0.000119051135711423,"Verbal","Ekman","Happy"
"T_18514",170.1968,-0.706596703466133,0.62534011513537,0.000288184189990548,"Verbal","Ekman","Happy"
"T_18614",172.2045,-0.741296329527437,0.608118497036622,0.000317174338596682,"Verbal","Ekman","Happy"
"T_18714",174.2122,-0.829783216273956,0.576728269160542,0.00039738254743471,"Verbal","Ekman","Happy"
"T_18814",176.2199,-1.02757100866898,0.479543664235337,0.000609271851260029,"Verbal","Ekman","Happy"
"T_18914",178.2276,-1.17559473441234,0.42479675424259,0.000797298553496195,"Verbal","Ekman","Happy"
"T_19014",180.2353,-1.32075642179364,0.349154530483789,0.00100614457828885,"Verbal","Ekman","Happy"
"T_19114",182.243,-1.72354744687579,0.195231900231577,0.00171219948890011,"Verbal","Ekman","Happy"
"T_19214",184.2507,-1.64632387560555,0.222692104892595,0.00156244081492729,"Verbal","Ekman","Happy"
"T_19314",186.2584,-1.39756679532385,0.317461525366642,0.00112643925760858,"Verbal","Ekman","Happy"
"T_19414",188.2661,-1.33692596620806,0.341300838793147,0.00103090555911134,"Verbal","Ekman","Happy"
"T_19514",190.2738,-1.09032725402234,0.468880927891532,0.000685911143430973,"Verbal","Ekman","Happy"
"T_19614",192.2815,-0.822481253363065,0.576728269160542,0.00039042222926966,"Verbal","Ekman","Happy"
"T_19714",194.2892,-0.821682211289067,0.576728269160542,0.000389664301359116,"Verbal","Ekman","Happy"
"T_19814",196.2969,-0.767090507397262,0.596356735842582,0.0003396235580716,"Verbal","Ekman","Happy"
"T_19914",198.3046,-0.834409411659146,0.576728269160542,0.000401824076585178,"Verbal","Ekman","Happy"
"T_20014",200.3123,-1.12642546913702,0.449219038236012,0.00073204705028096,"Verbal","Ekman","Happy"
"T_20114",202.32,-1.06159978894077,0.469503725399173,0.000650266319610737,"Verbal","Ekman","Happy"
"T_20214",204.3277,-1.14410080478731,0.444881389335585,0.000755183684328253,"Verbal","Ekman","Happy"
"T_20314",206.3354,-1.34464656884271,0.338701592993459,0.00104283422242757,"Verbal","Ekman","Happy"
"T_20414",208.3431,-1.02763506869469,0.479543664235337,0.000609347772832614,"Verbal","Ekman","Happy"
"T_20514",210.3508,-0.813147422296917,0.579961460342486,0.000381614551683063,"Verbal","Ekman","Happy"
"T_20614",212.3585,-0.592193973917498,0.677614626616284,0.000202438053691578,"Verbal","Ekman","Happy"
"T_20714",214.3662,-0.557685577727278,0.694865937438586,0.000179536585078854,"Verbal","Ekman","Happy"
"T_20814",216.3739,-0.475149033183424,0.732018924996257,0.000130333244134584,"Verbal","Ekman","Happy"
"T_20914",218.3816,-0.511665026296643,0.716025312789358,0.000151132524523145,"Verbal","Ekman","Happy"
"T_21014",220.3893,-0.405687993508666,0.767945305211238,9.50156525056922e-05,"Verbal","Ekman","Happy"
"T_21114",222.397,-0.375389255986439,0.777125930264842,8.13542894342323e-05,"Verbal","Ekman","Happy"
"T_21214",224.4047,-0.494527885157761,0.721698212383646,0.000141179735905772,"Verbal","Ekman","Happy"
"T_21314",226.4124,-0.522681711557948,0.712519873082897,0.000157709633908154,"Verbal","Ekman","Happy"
"T_21414",228.4201,-0.4760968185289,0.732018924996257,0.000130853649107809,"Verbal","Ekman","Happy"
"T_21514",230.4278,-0.496278498357945,0.721698212383646,0.000142180906387512,"Verbal","Ekman","Happy"
"T_21614",232.4355,-0.377997946068549,0.777125930264842,8.24888343103902e-05,"Verbal","Ekman","Happy"
"T_21714",234.4432,-0.1325314446075,0.912774181932006,1.01411118275108e-05,"Verbal","Ekman","Happy"
"T_21814",236.4509,-0.264540991847443,0.844715467927924,4.04036425187826e-05,"Verbal","Ekman","Happy"
"T_21914",238.4586,-0.381554749909014,0.777125930264842,8.40483782198476e-05,"Verbal","Ekman","Happy"
"T_22014",240.4663,-0.528977322526686,0.71013271955846,0.000161531067325416,"Verbal","Ekman","Happy"
"T_22114",242.474,-0.669935772639234,0.645720184395809,0.000259063318841291,"Verbal","Ekman","Happy"
"T_22214",244.4817,-0.933951974570598,0.531037534425992,0.000503364447439369,"Verbal","Ekman","Happy"
"T_22314",246.4894,-1.29432184808798,0.361434180325995,0.000966310748240162,"Verbal","Ekman","Happy"
"T_22414",248.4971,-1.49330103976205,0.280825964004851,0.00128584332079607,"Verbal","Ekman","Happy"
"T_22514",250.5048,-1.554865004,0.258345977004756,0.00139390027721276,"Verbal","Ekman","Happy"
"T_22614",252.5125,-1.4124378995454,0.312882995971391,0.00115051130028576,"Verbal","Ekman","Happy"
"T_22714",254.5202,-1.34678030188438,0.338701592993459,0.0010461429961911,"Verbal","Ekman","Happy"
"T_22814",256.5279,-1.06566850274991,0.469503725399173,0.000655257052830316,"Verbal","Ekman","Happy"
"T_22914",258.5356,-0.600136872152551,0.677614626616284,0.000207903802423082,"Verbal","Ekman","Happy"
"T_23014",260.5433,-0.271911672472213,0.84164564228835,4.2686375039569e-05,"Verbal","Ekman","Happy"
"T_23114",262.551,0.155429257669625,0.900432800425831,1.39479891342331e-05,"Verbal","Ekman","Happy"
"T_23214",264.5587,0.497680536215913,0.721698212383646,0.000142985277533869,"Verbal","Ekman","Happy"
"T_23314",266.5664,0.751258641105736,0.603264424122164,0.00032575386475775,"Verbal","Ekman","Happy"
"T_23414",268.5741,0.800636501128357,0.582004694774211,0.000369966311533187,"Verbal","Ekman","Happy"
"T_23514",270.5818,0.548571748404087,0.697021716728018,0.000173717486245284,"Verbal","Ekman","Happy"
"T_23614",272.5895,0.399809122377069,0.767945305211238,9.2282091968654e-05,"Verbal","Ekman","Happy"
"T_23714",274.5972,0.197805958589435,0.872196731559965,2.259025020801e-05,"Verbal","Ekman","Happy"
"T_23814",276.6049,-0.141117623713577,0.908931370582771,1.14976644087772e-05,"Verbal","Ekman","Happy"
"T_23914",278.6126,-0.277402804826849,0.84164564228835,4.4427769807176e-05,"Verbal","Ekman","Happy"
"T_24014",280.6203,-0.41983743130432,0.763426855126199,0.000101758390552598,"Verbal","Ekman","Happy"
"T_24114",282.628,-0.668139304644252,0.645720184395809,0.000257676155406728,"Verbal","Ekman","Happy"
"T_24214",284.6357,-0.750676451173879,0.603264424122164,0.00032524933684952,"Verbal","Ekman","Happy"
"T_24314",286.6434,-0.765966914042757,0.596356735842582,0.000338629698363069,"Verbal","Ekman","Happy"
"T_24414",288.6511,-0.781382479501562,0.592036171147306,0.000352392276642077,"Verbal","Ekman","Happy"
"T_24514",290.6588,-0.880685993789481,0.561387220524971,0.000447610074932214,"Verbal","Ekman","Happy"
"T_24614",292.6665,-0.865660202941275,0.567305266617668,0.00043247315565309,"Verbal","Ekman","Happy"
"T_24714",294.6742,-0.789974119583773,0.587840716102322,0.000360181486763533,"Verbal","Ekman","Happy"
"T_24814",296.6819,-0.715413450515231,0.62362209320734,0.000295418709605144,"Verbal","Ekman","Happy"
"T_24914",298.6896,-0.820667249814985,0.576728269160542,0.000388702624565695,"Verbal","Ekman","Happy"
"T_25014",300.6973,-1.02877876584381,0.479543664235337,0.000610704034990417,"Verbal","Ekman","Happy"
"T_25114",302.705,-1.22462496879251,0.395748867091207,0.000865132142063518,"Verbal","Ekman","Happy"
"T_25214",304.7127,-1.54030652510223,0.260308844793308,0.00136795534455314,"Verbal","Ekman","Happy"
"T_25314",306.7204,-1.6114220000533,0.237413697159308,0.00149699402224446,"Verbal","Ekman","Happy"
"T_25414",308.7281,-1.79600594566248,0.173399384159996,0.00185891522543913,"Verbal","Ekman","Happy"
"T_25514",310.7358,-1.80484913282323,0.171622765619244,0.00187723172443344,"Verbal","Ekman","Happy"
"T_25614",312.7435,-1.85912656838719,0.159526898627763,0.00199160963864176,"Verbal","Ekman","Happy"
"T_25714",314.7512,-1.88810219961658,0.154606352045683,0.00205404583530566,"Verbal","Ekman","Happy"
"T_25814",316.7589,-1.8666030195944,0.159526898627763,0.002007628083875,"Verbal","Ekman","Happy"
"T_25914",318.7666,-1.57825448969322,0.250156659064132,0.0014360912776018,"Verbal","Ekman","Happy"
"T_26014",320.7743,-1.23927727361176,0.390594160542593,0.0008859396810037,"Verbal","Ekman","Happy"
"T_26114",322.782,-1.07289679062419,0.469503725399173,0.00066417031863808,"Verbal","Ekman","Happy"
"T_26214",324.7897,-0.863002759348597,0.567305266617668,0.00042982311874229,"Verbal","Ekman","Happy"
"T_26314",326.7974,-0.677261607577816,0.643765925280643,0.000264758570882151,"Verbal","Ekman","Happy"
"T_26414",328.8051,-0.829104611911302,0.576728269160542,0.000396733104746194,"Verbal","Ekman","Happy"
"T_26514",330.8128,-0.959771304797586,0.518003012636384,0.000531565415822888,"Verbal","Ekman","Happy"
"T_26614",332.8205,-0.932739254432659,0.531037534425992,0.000502058732332,"Verbal","Ekman","Happy"
"T_26714",334.8282,-1.06186458652359,0.469503725399173,0.000650590544215346,"Verbal","Ekman","Happy"
"T_26814",336.8359,-1.00562791697285,0.493412775107371,0.000583543520279006,"Verbal","Ekman","Happy"
"T_26914",338.8436,-1.0385884749603,0.478944050173795,0.000622398764389298,"Verbal","Ekman","Happy"
