"","Condition","Emotion","Interval","FP1","AF7","AF3","F1","F3","F5","F7","FT7","FC5","FC3","FC1","C1","C3","C5","T7","TP7","CP5","CP3","CP1","P1","P3","P5","P7","P9","PO7","PO3","O1","Iz","Oz","POz","Pz","CPz","FPz","FP2","AF8","AF4","AFz","Fz","F2","F4","F6","F8","FT8","FC6","FC4","FC2","FCz","Cz","C2","C4","C6","T8","TP8","CP6","CP4","CP2","P2","P4","P6","P8","P10","PO8","PO4","O2"
"1","Ekman","Disgust","0-100",-0.178103330449827,-0.0923455712969362,0.0588138090319619,0.162712682282696,0.0419163192031503,0.113436478368856,0.0733837761463614,-0.165625707714084,-0.0277724509293034,0.133543572044866,0.192388659320477,0.259333046372819,-0.0339606569133678,-0.0579022272228954,-0.239422907167076,-0.0354265541688639,-0.075968169493481,0.0749341946076737,0.19648717948718,0.0337138472648493,-0.109419850831899,-0.0558719657375145,-0.205031694085736,-0.306462209970136,0.0447236470926885,-0.0208029271206691,-0.0886863423871235,-0.215833970460469,-0.1588732787171,-0.030638952397702,0.212583577586207,0.178286286847095,-0.243253997009432,-0.144403236497781,-0.0241496070953949,0.103387903318406,0.168869940784178,0.246175568573398,0.201161742750502,0.228719587234293,0.118670927209705,0.0251053304597701,0.152982919703807,-0.0116963862387973,0.138925201149425,0.277296684650191,0.244828855207257,0.252727577378898,0.314118015748943,0.270895732827935,0.0861849435418827,-0.146504612014297,-0.0853416867608221,-0.0113207127268551,0.174449815519428,0.305648194685153,-0.110304014310836,0.159695795691452,-0.00604560209123291,-0.151042923535602,-0.068114780686646,-0.00851734245942355,0.000526901046232991,0.0265815297084873
"2","Ekman","Disgust","100-200",-3.20140939536568,-0.803816785312851,-0.277457160144029,0.105462924099335,0.158177271120537,0.436657953608854,-0.639348824786325,-0.622284624305683,-0.04644581928922,0.033604162996888,0.309191710144928,0.424514294827186,-0.0626325896229156,-0.227698916681346,-0.521471291012839,0.0266721266968326,-0.0177057470253795,0.119001818928592,0.35857117995127,-0.18892920585162,0.121296911524077,-0.220096269501012,0.312171923569208,-0.375092797702766,-0.404367611562463,0.0746761575802838,-0.00939428042038758,-0.176680870048564,-0.151871105497414,0.237464402026416,0.452175089886337,0.181328551078551,-2.33507546733296,-0.804280923019432,-0.722799230483961,-0.27525276551927,-0.138445170789164,0.114647075972247,-0.0205922103667425,-0.528786589062689,0.0758730287221922,-0.763546880650995,0.0886306755767118,-0.719855198965497,-0.568459676482546,-0.0353318125987016,0.236633826515811,0.31940321969697,0.469038237702521,-0.103289340175103,-0.365542814931835,-0.14102178147689,-0.406003431458443,-0.620302313445817,0.30422485380117,0.347887251461988,0.136313173052842,0.270680779569893,-0.630396623550661,-0.388328984464039,-0.329690174326466,-0.183696062946063,-0.126033654134437,-0.309365772416277
"3","Ekman","Disgust","200-300",-3.71605316451634,0.342838736492103,0.110126304617018,0.933414484621779,0.614147700631199,1.42722112329917,-0.0956184051614543,0.127606194690266,0.331102141256284,0.24984687370232,0.891293610129564,0.972215443237561,0.522152521795097,0.122143298138869,0.55876805886304,0.469508837914809,0.283474886450776,0.244491762452107,1.03453921998247,0.232387274143302,0.242121456109134,-0.639643293975174,0.059044005767225,-0.875438045219868,-1.17981756433273,0.0212550051007396,-0.989892033542977,-0.924602077363897,-0.694148487683193,0.133418712593135,0.726046143250689,0.700009421185892,-2.74464485608526,-0.102876554001554,-0.0719100652075667,0.20619133451432,-0.0535489769972207,0.809537133984028,0.51767481900053,-0.999400461671934,0.97009761110081,0.456315676100629,1.31058714513557,-0.0511146948527188,0.450319471224072,0.602119519492831,0.772785178016306,0.912601648833538,1.0354074286893,0.432146815658779,0.485740567439097,0.440847375899389,-0.609005260491178,-0.364849985250737,0.754227821034625,0.813280502533286,0.388114084862241,0.385239339148343,-0.961903284234477,-1.61548810406625,-1.10753873727333,-1.67010158828383,-0.548940539386174,-0.886663307067375
"4","Ekman","Disgust","300-400",-4.06852113246059,-0.293245165145589,-0.318114260709624,0.767825442201179,0.144778843254327,1.44797840341695,-0.727086257892988,0.977817234667177,0.553124886425586,0.272772926741895,0.660056480169972,0.737056184541572,0.278848835157077,0.681278630780347,0.195691907567667,0.27755139692614,0.299153073600757,0.206766660763827,1.20611737894243,0.203095360985986,-0.0680255990294207,-1.12396209198359,-0.296881461341334,-1.15121126739533,-0.940664332059912,0.172546940217042,-1.08863291451096,-1.39922330917874,-0.823604281899676,-0.419694815226795,0.782331637768342,0.702862450511139,-3.69148476827807,0.456532543877482,-1.34078076005453,-0.0218087753765553,-0.115055226824458,1.00106407190932,0.758630599004621,-0.855607147258164,0.817248653135376,0.193078045151692,1.0330825003332,-0.374458409008355,0.643197342952666,0.358733191665191,0.548647189002228,0.38430436759357,0.749713153536787,0.112133248508249,-0.0191288983754298,0.15371017352628,-1.00448166666667,-0.6545148820059,0.540583244806421,0.786699313934232,0.625914880724582,0.230980249066765,-1.00015072661217,-1.25394420141474,-0.94079619266055,-1.57916047721564,-0.398050706681351,-0.204145054263566
"5","Ekman","Disgust","400-500",-5.89966485013624,-0.780904298695247,-0.664799896744412,0.800171008200675,0.398294959751189,1.21600399574597,-1.10473095924249,0.672818814756154,0.700495991831261,0.675066590493601,1.07221077995255,1.381039427157,1.00006189161918,1.11219938473662,0.353780098704891,0.837471118504436,1.31195201884654,0.916768744797241,1.5165189516129,1.11447189976908,1.42182561358184,-0.35135737720285,0.76443426785376,-0.786238570654138,0.348986022582408,0.884898337185413,-0.565787303948918,-1.13130685882282,-0.155588286713287,0.200206525127821,1.77366084373143,1.69700835268894,-3.93876112338858,0.615119729977439,-1.81797904559678,0.0631261986096129,-0.188969051987768,1.31725069543087,1.09215640956328,-0.0875920269423559,1.72004251212353,0.270983571915474,1.16747668094364,0.970972101580408,1.47720976440106,0.893911038037682,0.830808792466115,1.02765091643093,1.57071031746032,1.62416529304029,0.921326584295334,1.27971291729894,0.0224688292803663,0.550258443531094,1.60601395085966,1.64469868131214,1.64876585162367,1.20705992159791,-0.056722722538749,-0.26695872790404,0.360505711935661,-0.844125514216576,0.515279524071359,0.0701003350241092
"6","Ekman","Disgust","500-600",-5.57145508103373,-0.106221047201444,-1.44090929983629,0.940525646865889,-0.0904679293406386,1.13854159723508,-1.15585311055935,0.740539599521817,0.571274617737003,0.456296772496596,1.27833207885305,1.66348613571935,1.42941030717543,1.58406225824277,-0.349293387250238,0.94080516274922,1.20853188874903,0.715661779605459,1.68006205769461,1.13004782010383,1.47397693562285,-0.0764260605488419,0.977199974205198,-0.622147781718624,-0.185806024206859,0.691349245822768,-0.734153286163522,-0.613069030192132,0.210089103310059,0.721152863463576,1.98306844495903,1.92341787266988,-4.11580516611437,-0.658417961017207,-0.394263448969331,-0.0323832190087752,-0.729165878754171,1.00835096269555,0.490462388168705,0.0976760472886148,1.48605987441831,-0.117168033361368,1.45503317068106,0.880446761353356,1.48430324798919,0.846504496402878,0.508355795307157,1.18307343482622,1.77950671370728,1.99275144474233,1.23646763474144,1.12148131168418,-0.454644879044926,0.425558445040215,1.56974821332857,1.75342023873311,1.20107534882232,1.26664187250499,-0.389497265987025,-0.244312640467476,-0.00673284771510397,-0.387378977835562,0.904665725733018,0.248964856029171
"7","Ekman","Surprise","0-100",-0.257754036908881,-0.218081272695833,-0.220404134366925,-0.12698796822119,-0.201122630846809,-0.000361645021645018,-0.359721273877954,-0.419943560271146,-0.0619705567141699,-0.041864865642442,-0.0610769087363047,-0.00130990479467769,-0.0301427199770708,-0.00925571725571726,-0.235911128645742,0.0531032496611867,-0.174711767241379,-0.0339734429065744,0.113341340910395,0.0268011732851985,0.0848249913852516,0.0747575717939774,-0.0269967999530268,-0.0135489730755954,0.125809001272265,-0.0699034531045167,0.177702450806069,0.256463907686969,0.0580634213132902,-0.096436117467582,0.130170814674475,-0.0105822576018359,-0.289802027686829,-0.254001992722232,-0.365664237797826,-0.287374877852503,-0.126705463251413,-0.108554400942854,-0.152904786531058,0.0327126548672567,-0.123527695993534,-0.64857044079516,-0.257895858673617,-0.26594930928848,-0.0456134610957643,-0.102023007025489,-0.110669290096909,-0.0807369939707149,-0.048393974892977,-0.010024985607369,-0.0699791810742278,-0.330327066804645,-0.0704882693741754,-0.0502309285467725,0.0692212977407985,0.042980645721229,-0.185494371822803,0.124079666666667,0.037474952659666,0.0289106256931069,0.125680239572561,0.169723354730511,0.000975477316517782,0.316936868246776
"8","Ekman","Surprise","100-200",-1.4735469047619,-1.7238207659809,0.0412950308749854,0.336504809373907,-0.0772857372921059,0.354533554314957,-2.19440802300939,-1.99960868036446,0.173866789387564,0.0280326908541195,0.420302565653075,0.499731717833736,0.442786373835002,0.0715064180751583,-0.713433408138839,-0.0371027372591392,0.591935887377964,0.501689531002986,0.91687975594313,0.504373122301283,0.680931672262473,0.384302252573945,0.822704760174419,0.304931036492946,0.262302901223725,0.393355727143826,0.487365188123573,0.702313987576919,0.301557098765432,0.673179504586049,0.985392060480625,0.530016845351317,-0.422899903083167,-0.508867454068242,-1.52818478395062,0.0193988022202746,0.510576052631579,0.485005000583158,0.371401070763501,0.711712271524771,-0.0633146943321025,-1.51231594506094,-1.55439039838443,-0.336023062354312,-0.203265784143519,-0.0233604054289194,0.177995458987182,0.122156900816937,0.220818487589886,0.266594078567302,0.276405247559275,-0.504164362787985,0.220253885480573,-0.107924272658916,0.502946387149153,0.547285730851742,0.483906487007336,0.583080669034932,0.31275376344086,0.035600050568148,0.343042312380289,0.611299312923987,0.53249584161996,0.336003605697598
"9","Ekman","Surprise","200-300",-1.7071054587156,-2.4106597919538,0.531710960176477,0.929218207258669,0.617136585509292,1.07603973432081,-1.88034987931911,-2.51284717421915,0.632999851878185,0.561644831836591,1.26986678640266,1.30542632683572,1.14836768854347,0.199407195636875,-1.18829815503876,-0.0763431845780206,1.09098375718516,0.52804596386249,1.6160698827384,0.858883579324587,0.839706165616562,0.157310000601359,0.901897005639328,-0.170020980461394,0.238904293645169,0.402526707422502,0.381642928923808,0.986469419629824,0.501416938997821,0.598131372370734,1.50702677081535,1.1405228431543,-0.425394116588701,0.804421178793006,-0.748258127673577,0.942037209369745,1.00819195666254,1.3999666261785,1.29964622560028,1.50403054236669,1.21275221198989,-0.375552811870901,-0.887876968190221,0.880912475967316,1.32400664272366,0.981971605477855,1.20231790816914,0.798583505836352,1.09680083492781,1.35053013296495,1.47260252676786,-0.457235969159046,0.56721341787868,0.624984923149126,1.25699972415796,1.3959550211631,1.41842768351047,1.17090345002084,-0.0818751697667552,-0.295241790414101,0.403112521299724,0.432860990317157,0.871714059960267,0.89250128811299
"10","Ekman","Surprise","300-400",-1.62389428104575,-3.89276127222693,0.161314587440999,0.150387001219725,0.097209104098658,0.572130018465571,-2.74072331766789,-2.88806931871521,0.680469029604276,-0.120084558823529,0.198033598585323,0.752098226703755,0.532019530115583,-0.0234793520825917,-1.7294160128843,-0.908962634058645,0.923410540508852,0.425618125552608,1.42612374970923,0.867444193548387,0.350459804804805,-0.215700098057241,0.708543687343358,-0.204216074193164,0.165220988991157,0.915849118182389,0.242701596990998,0.616276478088122,0.20745165677547,0.00182322389167127,1.41271932266296,0.595127648397829,-0.248550589147287,1.38625409701737,0.014738407329105,0.666181075803302,0.56259897137746,0.876862796222261,0.974813274285053,1.64201982582916,0.934295076884921,0.13794911321922,-1.74198248096489,0.762140244642749,0.646931081481481,0.279520534150613,0.0826649287452207,-0.28806049296997,0.666343208471906,0.81572193287037,0.872704874242151,-0.568203052093321,0.123760855855856,0.275970915438783,0.655964047994395,1.14946816085916,1.36604578355143,1.06516645657002,-0.328885427952329,0.00786283078417095,0.310254626291757,0.150768251471188,0.848526155607786,1.0301398876757
